role_id,role,verb,path,module,api_method,handler,status,sources
64,Staff,GET,/staff/attendance-get/,staff,getAttendance,Staff::getAttendance,ok,dashboard:support_staff_dashboard
64,Staff,GET,/staff/attendance-get,staff,getAttendance,Staff::getAttendance,ok,dashboard:support_staff_dashboard
64,Staff,GET,/staff/payroll-history?staff_id=,staff,getPayrollHistory,Staff::getPayrollHistory,ok,dashboard:support_staff_dashboard
64,Staff,GET,/staff/leave-types,staff,getLeaveTypes,Staff::getLeaveTypes,ok,dashboard:support_staff_dashboard
64,Staff,GET,/staff/leave-balance,staff,getLeaveBalance,Staff::getLeaveBalance,ok,dashboard:support_staff_dashboard
64,Staff,GET,/staff/leave-requests,staff,getLeaveRequests,Staff::getLeaveRequests,ok,dashboard:support_staff_dashboard
64,Staff,GET,/communications/announcement/,communications,getAnnouncement,Communications::getAnnouncement,ok,dashboard:support_staff_dashboard
64,Staff,GET,/communications/announcement,communications,getAnnouncement,Communications::getAnnouncement,ok,dashboard:support_staff_dashboard
64,Staff,GET,/staff/internal-opportunities,staff,getInternalOpportunities,Staff::getInternalOpportunities,ok,dashboard:support_staff_dashboard
64,Staff,GET,/staff/incidents,staff,getIncidentReports,Staff::getIncidentReports,ok,dashboard:support_staff_dashboard
64,Staff,GET,/catering/stats,catering,getStats,Catering::getStats,ok,dashboard:support_staff_dashboard
64,Staff,GET,/catering/food-stock,catering,getFoodStock,Catering::getFoodStock,ok,dashboard:support_staff_dashboard
64,Staff,GET,/boarding/exeats,boarding,getExeats,Boarding::getExeats,ok,dashboard:support_staff_dashboard
64,Staff,GET,/maintenance/dashboard-summary,maintenance,getDashboardSummary,Maintenance::getDashboardSummary,ok,dashboard:support_staff_dashboard
64,Staff,POST,/staff/leave-requests,staff,createLeaveRequest,Staff::createLeaveRequest,ok,dashboard:support_staff_dashboard
64,Staff,POST,/staff/incidents,staff,createIncidentReport,Staff::createIncidentReport,ok,dashboard:support_staff_dashboard
64,Staff,POST,/staff/internal-opportunities-apply,staff,applyForInternalOpportunity,Staff::applyForInternalOpportunity,ok,dashboard:support_staff_dashboard
64,Staff,GET,/staff/payroll-download-payslip?staff_id=,staff,downloadPayslip,Staff::downloadPayslip,ok,dashboard:support_staff_dashboard
64,Staff,GET,/staff/payroll-download-p9?staff_id=&year=,staff,downloadP9,Staff::downloadP9,ok,dashboard:support_staff_dashboard
