EVENT_NAME	STATUS	EVENT_TYPE	EXECUTE_AT	INTERVAL_VALUE	INTERVAL_FIELD	LAST_EXECUTED
job_applications	fk_job_id	1	1	0
job_applications	idx_job_applications_department	1	1	0
job_applications	idx_job_applications_staff	1	3	0
job_applications	PRIMARY	0	1	0
job_applications	uq_job_internal_staff	0	3	0
job_vacancies	idx_job_vacancies_created_at	1	1	2
job_vacancies	idx_job_vacancies_department_id	1	1	6
job_vacancies	idx_job_vacancies_status	1	1	2
job_vacancies	idx_job_vacancies_updated_at	1	1	2
job_vacancies	PRIMARY	0	1	6
kpi_achievements	idx_kpi	1	1	0
kpi_achievements	idx_staff_year	1	2	0
kpi_achievements	PRIMARY	0	1	0
kpi_definitions	idx_category	1	1	0
kpi_definitions	PRIMARY	0	1	0
kpi_definitions	uk_code_category	0	2	0
kpi_targets	idx_kpi	1	1	0
kpi_targets	idx_staff_year	1	2	0
kpi_targets	PRIMARY	0	1	0
leadership_team	idx_order_active	1	2	6
leadership_team	PRIMARY	0	1	6
learner_competencies	fk_lc_assessed_by	1	1	0
learner_competencies	fk_lc_term	1	1	0
learner_competencies	idx_competency	1	1	0
learner_competencies	idx_performance_level	1	1	0
learner_competencies	idx_student_year	1	2	0
learner_competencies	PRIMARY	0	1	0
learner_competencies	uk_learner_competency	0	4	0
learner_csl_participation	idx_activity	1	1	0
learner_csl_participation	idx_student_year	1	2	0
learner_csl_participation	PRIMARY	0	1	0
learner_csl_participation	uk_student_activity	0	3	0
learner_pci_awareness	fk_lpa_assessed_by	1	1	0
learner_pci_awareness	fk_lpa_pci	1	1	0
learner_pci_awareness	fk_lpa_term	1	1	0
learner_pci_awareness	idx_awareness	1	1	0
learner_pci_awareness	idx_student_year	1	2	0
learner_pci_awareness	PRIMARY	0	1	0
learner_pci_awareness	uk_student_pci	0	4	0
learner_values_acquisition	fk_lva_recorded_by	1	1	0
learner_values_acquisition	idx_student_value	1	3	0
learner_values_acquisition	idx_term	1	1	0
learner_values_acquisition	idx_value	1	1	0
learner_values_acquisition	PRIMARY	0	1	0
learning_areas	idx_status	1	1	2
learning_areas	PRIMARY	0	1	33
learning_areas	uk_code_band	0	2	33
learning_outcomes	idx_lo_strand	1	1	1001
learning_outcomes	learning_area_id	1	1	66
learning_outcomes	PRIMARY	0	1	10016
learning_outcomes	sub_strand_id	1	1	5008
leave_types	PRIMARY	0	1	8
leave_types	uk_leave_code	0	1	8
lesson_deliveries	PRIMARY	0	1	0
lesson_deliveries	uk_delivery_plan_date	0	2	0
lesson_observations	fk_lo_stream	1	1	0
lesson_observations	idx_class	1	1	0
lesson_observations	idx_date	1	1	0
lesson_observations	idx_intern	1	1	0
lesson_observations	idx_lesson_observations_learning_area_id	1	1	0
lesson_observations	idx_lesson_observations_subject_id	1	1	0
lesson_observations	idx_observer	1	1	0
lesson_observations	idx_teacher	1	1	0
lesson_observations	PRIMARY	0	1	0
lesson_plans	idx_lesson_plans_academic_year_calendar_day_id	1	1	0
lesson_plans	idx_lesson_plans_lesson_template_id	1	1	0
lesson_plans	idx_lesson_plans_teacher_id	1	1	0
lesson_plans	PRIMARY	0	1	0
lesson_plans	uk_lesson_context_day_template	0	3	0
lesson_templates	idx_lesson_templates_strand_id	1	1	0
lesson_templates	idx_lesson_templates_sub_strand_id	1	1	0
lesson_templates	PRIMARY	0	1	0
lesson_templates	uk_lesson_template_area_strand_substrand_title	0	4	0
lesson_template_learning_outcomes	idx_lesson_template_learning_outcomes_learning_outcome_id	1	1	0
lesson_template_learning_outcomes	PRIMARY	0	2	0
library_books	idx_lib_books_category	1	1	0
library_books	idx_lib_books_isbn	1	1	0
library_books	idx_lib_books_status	1	1	0
library_books	PRIMARY	0	1	0
library_categories	PRIMARY	0	1	12
library_categories	uq_lib_cat_name	0	1	12
library_fines	idx_lib_fines_issue	1	1	0
library_fines	idx_lib_fines_status	1	1	0
library_fines	PRIMARY	0	1	0
library_issues	idx_library_issues_borrower_id	1	1	0
library_issues	idx_lib_issues_book	1	1	0
library_issues	idx_lib_issues_borrower	1	2	0
library_issues	idx_lib_issues_due	1	1	0
library_issues	idx_lib_issues_status	1	1	0
library_issues	PRIMARY	0	1	0
meal_plans	created_by	1	1	0
meal_plans	idx_plan_date	1	1	0
meal_plans	menu_item_id	1	1	0
meal_plans	prepared_by	1	1	0
meal_plans	PRIMARY	0	1	0
meal_plans	uk_meal_plan	0	3	0
media_files	idx_media_album	1	1	2
media_files	idx_media_context	1	2	2
media_files	idx_media_files_entity_id	1	1	2
media_files	idx_media_uploader	1	1	2
media_files	PRIMARY	0	1	4
menu_items	idx_meal_type	1	1	0
menu_items	idx_status	1	1	0
menu_items	PRIMARY	0	1	0
menu_item_ingredients	inventory_item_id	1	1	0
menu_item_ingredients	PRIMARY	0	1	0
menu_item_ingredients	uk_menu_ingredient	0	2	0
message_read_status	PRIMARY	0	1	5
message_read_status	recipient_id	1	1	5
message_read_status	uk_message_recipient	0	2	5
message_templates	created_by	1	1	2
message_templates	fk_template_category	1	1	8
message_templates	idx_category_type	1	2	8
message_templates	PRIMARY	0	1	34
migrations	PRIMARY	0	1	72
migrations	uq_migrations_filename	0	1	72
mpesa_transactions	idx_checkout_request	1	1	0
mpesa_transactions	idx_mpesa_bill_ref	1	1	0
mpesa_transactions	idx_mpesa_code	1	2	0
mpesa_transactions	idx_mpesa_phone	1	1	0
mpesa_transactions	idx_mpesa_status	1	1	0
mpesa_transactions	idx_mpesa_transactions_third_party_trans_id	1	1	0
mpesa_transactions	idx_student_date	1	2	0
mpesa_transactions	PRIMARY	0	1	0
mpesa_transactions	uk_mpesa_code	0	1	0
national_exam_results	idx_national_exam_results_academic_year_id	1	1	0
national_exam_results	idx_national_exam_results_learning_area_id	1	1	0
national_exam_results	idx_natl_student	1	1	0
national_exam_results	idx_natl_type	1	1	0
national_exam_results	idx_natl_year	1	1	0
national_exam_results	PRIMARY	0	1	0
national_exam_results	uq_natl_exam	0	4	0
newsletter_subscribers	email	0	1	0
newsletter_subscribers	PRIMARY	0	1	0
news_articles	idx_status_created	1	2	9
news_articles	PRIMARY	0	1	9
news_articles	slug	0	1	9
news_categories	PRIMARY	0	1	6
news_categories	uk_slug	0	1	6
notifications	idx_notifications_reference	1	2	6
notifications	PRIMARY	0	1	6
notifications	uq_notifications_reminder	0	4	6
notifications	user_id	1	1	6
number_sequences	PRIMARY	0	2	0
onboarding_documents	onboarding_id	1	1	0
onboarding_documents	PRIMARY	0	1	0
onboarding_documents	staff_id	1	1	0
onboarding_tasks	fk_task_assignee	1	1	0
onboarding_tasks	fk_task_department	1	1	0
onboarding_tasks	idx_onboarding_status	1	2	0
onboarding_tasks	idx_onboarding_tasks_category	1	2	0
onboarding_tasks	idx_onboarding_tasks_due_date	1	2	0
onboarding_tasks	idx_onboarding_tasks_status	1	2	0
onboarding_tasks	PRIMARY	0	1	0
onboarding_task_templates	PRIMARY	0	1	36
onboarding_task_templates	template_code	0	1	36
outbound_messages	idx_outbound_ready	1	2	0
outbound_messages	idx_outbound_user	1	1	0
outbound_messages	PRIMARY	0	1	0
page_downloads	idx_cat_active	1	3	0
page_downloads	idx_page_downloads_active_token	1	2	0
page_downloads	PRIMARY	0	1	0
page_downloads	uq_page_downloads_public_token	0	1	0
parents	PRIMARY	0	1	0
parents	uk_parents_person	0	1	0
parent_meetings	class_id	1	1	0
parent_meetings	created_by	1	1	0
parent_meetings	parent_id	1	1	0
parent_meetings	PRIMARY	0	1	0
parent_meetings	student_id	1	1	0
parent_payment_accounts	idx_parent_payment_account_active	1	3	0
parent_payment_accounts	PRIMARY	0	1	0
parent_payment_accounts	uq_parent_payment_account	0	4	0
parent_pta_memberships	idx_parent_pta_status	1	2	0
parent_pta_memberships	PRIMARY	0	1	0
parent_pta_memberships	uq_parent_pta_active_role	0	3	0
parent_refund_requests	fk_parent_refund_account	1	1	0
parent_refund_requests	fk_parent_refund_credit	1	1	0
parent_refund_requests	fk_parent_refund_parent	1	1	0
parent_refund_requests	idx_parent_refund_status	1	2	0
parent_refund_requests	PRIMARY	0	1	0
parent_refund_requests	uq_parent_refund_disbursement	0	1	0
password_history	idx_created	1	1	0
password_history	idx_user	1	1	0
password_history	PRIMARY	0	1	0
password_resets	idx_email_token	1	2	0
password_resets	idx_expiry	1	2	0
password_resets	PRIMARY	0	1	0
past_papers	fk_papers_academic_year	1	1	0
past_papers	fk_papers_learning_area	1	1	0
past_papers	fk_papers_subject	1	1	0
past_papers	fk_papers_term	1	1	0
past_papers	fk_papers_uploaded_by	1	1	0
past_papers	idx_academic_year_id	1	1	0
past_papers	idx_exam_type	1	1	0
past_papers	idx_exam_year	1	1	0
past_papers	idx_exam_year_type	1	2	0
past_papers	idx_learning_area_id	1	1	0
past_papers	idx_status	1	1	0
past_papers	idx_subject_id	1	1	0
past_papers	idx_term_id	1	1	0
past_papers	idx_uploaded_at	1	1	0
past_papers	idx_uploaded_by	1	1	0
past_papers	PRIMARY	0	1	0
payments	idx_date	1	1	0
payments	idx_payments_parent_id	1	1	0
payments	idx_student	1	1	0
payments	PRIMARY	0	1	0
payments	uk_receipt_no	0	1	0
payment_collection_routes	PRIMARY	0	1	0
payment_collection_routes	uq_collection_route	0	3	0
payment_providers	PRIMARY	0	1	3
payment_providers	uq_payment_provider_code_environment	0	2	3
payment_provider_accounts	PRIMARY	0	1	0
payment_provider_accounts	uq_provider_account_role	0	3	0
payment_provider_attempts	idx_provider_attempt_disbursement	1	1	0
payment_provider_attempts	idx_provider_attempt_payment	1	1	0
payment_provider_attempts	idx_provider_attempt_status	1	2	0
payment_provider_attempts	PRIMARY	0	1	0
payment_provider_attempts	uq_provider_attempt_idempotency	0	2	0
payment_provider_attempts	uq_provider_attempt_transaction	0	2	0
payment_provider_callbacks	idx_provider_callback_status	1	2	0
payment_provider_callbacks	PRIMARY	0	1	0
payment_provider_callbacks	uq_provider_callback_event	0	3	0
payment_provider_callbacks	uq_provider_callback_hash	0	2	0
payment_reconciliations	idx_reconciled_by	1	1	0
payment_reconciliations	idx_reconciliation_date	1	1	0
payment_reconciliations	PRIMARY	0	1	0
payment_reconciliations	uk_transaction	0	1	0
payment_routing_references	fk_routing_reference_transport_intent	1	1	0
payment_routing_references	idx_payment_routing_student	1	3	0
payment_routing_references	idx_payment_routing_uniform_sale	1	1	0
payment_routing_references	PRIMARY	0	1	0
payment_routing_references	uq_payment_routing_reference	0	1	0
payment_unmatched_cases	fk_unmatched_student	1	1	0
payment_unmatched_cases	idx_unmatched_status	1	2	0
payment_unmatched_cases	PRIMARY	0	1	0
payment_unmatched_cases	uq_unmatched_provider_tx	0	2	0
payroll_configurations	PRIMARY	0	1	8
payroll_configurations	uk_key_year	0	2	8
payroll_runs	idx_payroll_runs_financial_period_id	1	1	0
payroll_runs	PRIMARY	0	1	0
payroll_runs	uk_payroll_month_year	0	2	0
payslips	idx_payslips_staff_period	1	3	2
payslips	idx_payslips_status	1	2	2
payslips	idx_period	1	2	2
payslips	idx_status	1	1	2
payslips	PRIMARY	0	1	2
payslips	uk_staff_month_year	0	3	2
payslip_items	idx_item_code	1	1	0
payslip_items	idx_item_type	1	1	0
payslip_items	idx_payslip	1	1	0
payslip_items	idx_payslip_items_reference_id	1	1	0
payslip_items	PRIMARY	0	1	0
pcis	idx_pcis_learning_area_id	1	1	2
pcis	PRIMARY	0	1	6
pcis	uk_topic_code	0	1	6
performance_levels_cbc	PRIMARY	0	1	4
performance_levels_cbc	uk_level	0	1	4
performance_ratings	idx_staff_period	1	2	0
performance_ratings	idx_supervisor	1	1	0
performance_ratings	PRIMARY	0	1	0
performance_reviews	PRIMARY	0	1	0
performance_reviews	uk_perf_staff_period	0	2	0
performance_review_kpis	idx_performance_kpis_review	1	2	0
performance_review_kpis	idx_performance_kpis_template	1	1	0
performance_review_kpis	idx_review_kpi	1	1	0
performance_review_kpis	PRIMARY	0	1	0
permissions	code	0	1	4662
permissions	code_2	0	1	4662
permissions	idx_code	1	1	4662
permissions	idx_entity_action	1	2	4662
permissions	idx_module	1	1	155
permissions	PRIMARY	0	1	4662
permission_delegations	idx_from_user	1	1	0
permission_delegations	idx_permission_delegations_form_permission_id	1	1	0
permission_delegations	idx_to_user	1	1	0
permission_delegations	PRIMARY	0	1	0
persons	idx_persons_email	1	1	39
persons	idx_persons_phone	1	1	4
persons	PRIMARY	0	1	39
person_addresses	idx_person_address_current	1	3	1
person_addresses	PRIMARY	0	1	1
person_addresses	uq_person_address_type_start	0	3	1
person_contact_points	PRIMARY	0	1	1
person_contact_points	uq_person_contact	0	3	1
person_marital_statuses	idx_person_marital_current	1	2	1
person_marital_statuses	PRIMARY	0	1	1
person_marital_statuses	uq_person_marital_start	0	2	1
petty_cash_funds	idx_petty_cash_funds_created_at	1	1	0
petty_cash_funds	idx_petty_cash_funds_custodian_id	1	1	0
petty_cash_funds	idx_petty_cash_funds_status	1	1	0
petty_cash_funds	idx_petty_cash_funds_updated_at	1	1	0
petty_cash_funds	PRIMARY	0	1	0
petty_cash_reconciliations	idx_pcr_fund	1	1	0
petty_cash_reconciliations	PRIMARY	0	1	0
petty_cash_transactions	idx_pct_date	1	1	0
petty_cash_transactions	idx_pct_fund	1	1	0
petty_cash_transactions	idx_pct_type	1	1	0
petty_cash_transactions	idx_petty_cash_transactions_category_id	1	1	0
petty_cash_transactions	idx_petty_cash_transactions_vendor_id	1	1	0
petty_cash_transactions	PRIMARY	0	1	0
placement_offers	idx_placement_offers_academic_year_class_stream_id	1	1	0
placement_offers	PRIMARY	0	1	0
placement_offers	uk_placement_application	0	1	0
portfolios	idx_status	1	1	0
portfolios	PRIMARY	0	1	0
portfolios	uk_portfolio	0	2	0
portfolio_artifacts	idx_artifact_media	1	1	0
portfolio_artifacts	idx_artifact_portfolio	1	1	0
portfolio_artifacts	idx_competency	1	1	0
portfolio_artifacts	idx_portfolio	1	1	0
portfolio_artifacts	idx_value	1	1	0
portfolio_artifacts	PRIMARY	0	1	0
promotion_batches	idx_academic_years	1	2	0
promotion_batches	idx_batch_type	1	1	0
promotion_batches	idx_status	1	1	0
promotion_batches	PRIMARY	0	1	0
promotion_batches	promotion_batches_ibfk_1	1	1	0
promotion_rules	idx_promotion_rules_created_at	1	1	8
promotion_rules	idx_promotion_rules_level_id	1	1	8
promotion_rules	idx_promotion_rules_updated_at	1	1	8
promotion_rules	PRIMARY	0	1	16
purchase_orders	idx_approved_by	1	1	0
purchase_orders	idx_created_by	1	1	0
purchase_orders	idx_status	1	1	0
purchase_orders	idx_supplier	1	1	0
purchase_orders	PRIMARY	0	1	0
purchase_orders	uk_order_number	0	1	0
qr_scan_events	ix_qr_scan_context_time	1	2	0
qr_scan_events	ix_qr_scan_operator_time	1	2	0
qr_scan_events	ix_qr_scan_student_time	1	2	0
qr_scan_events	PRIMARY	0	1	0
qr_scan_events	uq_qr_scan_client_reference	0	1	0
record_permissions	idx_record_permissions_record_id	1	1	0
record_permissions	idx_role_table	1	3	0
record_permissions	idx_user_table	1	3	0
record_permissions	PRIMARY	0	1	0
refresh_tokens	idx_expires_at	1	1	106
refresh_tokens	idx_revoked	1	1	15
refresh_tokens	idx_user_id	1	1	15
refresh_tokens	PRIMARY	0	1	106
refresh_tokens	token	0	1	106
requisitions	idx_requisitions_academic_year_id	1	1	0
requisitions	idx_requisitions_academic_year_term_id	1	1	0
requisitions	idx_requisitions_department_id	1	1	0
requisitions	PRIMARY	0	1	0
requisitions	uk_requisition_number	0	1	0
requisition_items	item_id	1	1	0
requisition_items	PRIMARY	0	1	0
requisition_items	uk_requisition_item	0	2	0
roles	name	0	1	20
roles	name_2	0	1	20
roles	PRIMARY	0	1	20
roles	uk_role_name	0	1	20
role_dashboards	idx_dashboard_id	1	1	26
role_dashboards	PRIMARY	0	1	26
role_dashboards	unique_role_dashboard	0	2	26
role_delegations	idx_role_delegations_delegate_role_id	1	1	0
role_delegations	PRIMARY	0	1	0
role_delegations	ux_delegation_pair	0	2	0
role_permissions	idx_permission_id	1	1	14155
role_permissions	idx_role_id	1	1	52
role_permissions	PRIMARY	0	1	28310
role_permissions	unique_role_permission	0	2	28310
role_routes	fk_role_routes_route	1	1	586
role_routes	PRIMARY	0	1	3520
role_routes	uk_role_route	0	2	3520
role_sidebar_menus	fk_role_sidebar_menu	1	1	130
role_sidebar_menus	PRIMARY	0	1	130
role_sidebar_menus	uk_role_sidebar_menu	0	2	130
role_sidebar_menus	uq_role_menu	0	2	130
rooms	idx_status	1	1	0
rooms	idx_type	1	1	0
rooms	PRIMARY	0	1	0
rooms	uk_code	0	1	0
routes_registry	PRIMARY	0	1	373
routes_registry	uk_route_name	0	1	373
route_permissions	fk_route_permissions_permission	1	1	391
route_permissions	PRIMARY	0	1	391
route_permissions	uk_route_permission_access	0	3	391
route_schedules	idx_route_day	1	2	0
route_schedules	idx_route_schedules_driver_id	1	1	0
route_schedules	idx_route_schedules_vehicle_id	1	1	0
route_schedules	PRIMARY	0	1	0
schema_discovery_cache	idx_table_name	1	1	0
schema_discovery_cache	PRIMARY	0	1	0
schemes_of_work	idx_schemes_of_work_academic_year_calendar_week_id	1	1	34
schemes_of_work	idx_schemes_of_work_scheme_template_id	1	1	2252
schemes_of_work	idx_schemes_of_work_teacher_id	1	1	2
schemes_of_work	PRIMARY	0	1	2252
schemes_of_work	uk_scheme_context_week_template	0	3	2252
scheme_templates	idx_scheme_templates_strand_id	1	1	1054
scheme_templates	idx_scheme_templates_sub_strand_id	1	1	2109
scheme_templates	PRIMARY	0	1	2109
scheme_templates	uk_template_area_strand_substrand_title	0	4	2109
scheme_template_learning_outcomes	idx_scheme_template_learning_outcomes_learning_outcome_id	1	1	10047
scheme_template_learning_outcomes	PRIMARY	0	2	10047
school_configuration	fk_school_config_created_by	1	1	0
school_configuration	fk_school_config_updated_by	1	1	0
school_configuration	idx_active	1	1	0
school_configuration	PRIMARY	0	1	0
school_content	PRIMARY	0	1	4
school_content	uk_key	0	1	4
school_events	idx_event_date	1	2	125
school_events	PRIMARY	0	1	125
school_events	uq_school_events_calendar_day	0	1	125
school_facilities	idx_school_facilities_name	1	1	12
school_facilities	PRIMARY	0	1	12
school_history	idx_order	1	1	6
school_history	PRIMARY	0	1	6
school_holidays	idx_holiday_dates	1	2	15
school_holidays	PRIMARY	0	1	15
school_levels	idx_status	1	1	2
school_levels	PRIMARY	0	1	4
school_levels	uk_code	0	1	4
school_programs	idx_school_programs_name	1	1	7
school_programs	PRIMARY	0	1	7
school_settings	PRIMARY	0	1	63
school_settings	uk_key	0	1	63
school_transactions	financial_period_id	1	1	0
school_transactions	idx_student_period_status	1	3	0
school_transactions	idx_student_source_date	1	3	0
school_transactions	idx_transaction_date	1	1	0
school_transactions	PRIMARY	0	1	0
school_values	idx_school_values_name	1	1	8
school_values	PRIMARY	0	1	8
school_week_config	PRIMARY	0	1	2
school_week_config	uq_year	0	1	2
sidebar_menu_items	idx_sidebar_domain	1	1	6
sidebar_menu_items	idx_sidebar_order	1	2	573
sidebar_menu_items	idx_sidebar_parent	1	1	286
sidebar_menu_items	idx_sidebar_route	1	1	573
sidebar_menu_items	PRIMARY	0	1	573
sidebar_menu_items	uk_sidebar_menu_name	0	1	573
sports_fixtures	idx_fixture_date	1	1	0
sports_fixtures	idx_season	1	1	0
sports_fixtures	idx_status	1	1	0
sports_fixtures	idx_team_date	1	2	0
sports_fixtures	PRIMARY	0	1	0
sports_player_stats	idx_fixture	1	1	0
sports_player_stats	idx_player	1	1	0
sports_player_stats	PRIMARY	0	1	0
sports_player_stats	team_id	1	1	0
sports_standings	idx_competition	1	1	0
sports_standings	idx_points	1	1	0
sports_standings	idx_season	1	1	0
sports_standings	PRIMARY	0	1	0
sports_standings	team_id	1	1	0
sports_teams	captain_id	1	1	0
sports_teams	category_id	1	1	0
sports_teams	coach_id	1	1	0
sports_teams	idx_season	1	1	0
sports_teams	idx_sport_type	1	1	0
sports_teams	idx_status	1	1	0
sports_teams	PRIMARY	0	1	0
sports_team_members	idx_student	1	1	0
sports_team_members	idx_team	1	1	0
sports_team_members	PRIMARY	0	1	0
staff	idx_staff_staff_category_id	1	1	36
staff	idx_staff_staff_type_id	1	1	6
staff	idx_staff_supervisor_id	1	1	2
staff	PRIMARY	0	1	36
staff	uk_staff_no	0	1	36
staff	uk_staff_person	0	1	36
staff_allowances	idx_allowance_status	1	1	0
staff_allowances	idx_allowance_type	1	1	0
staff_allowances	PRIMARY	0	1	0
staff_allowances	staff_id	1	1	0
staff_appointments	fk_sa_approved_by	1	1	0
staff_appointments	fk_sa_created_staff	1	1	0
staff_appointments	fk_sa_created_user	1	1	0
staff_appointments	fk_sa_onboarded_by	1	1	0
staff_appointments	fk_sa_staff_category	1	1	0
staff_appointments	fk_sa_staff_type	1	1	0
staff_appointments	fk_sa_supervisor	1	1	0
staff_appointments	idx_candidate_email	1	1	0
staff_appointments	idx_department	1	1	0
staff_appointments	idx_employment_date	1	1	0
staff_appointments	idx_recruitment	1	1	0
staff_appointments	idx_status	1	1	0
staff_appointments	idx_submitted_by	1	1	0
staff_appointments	PRIMARY	0	1	0
staff_appointment_approvals	idx_actor	1	1	0
staff_appointment_approvals	idx_appointment	1	2	0
staff_appointment_approvals	PRIMARY	0	1	0
staff_attendance	idx_staff_attendance_academic_year_id	1	1	0
staff_attendance	idx_staff_attendance_duty_type_id	1	1	0
staff_attendance	idx_staff_attendance_leave_id	1	1	0
staff_attendance	idx_staff_date	1	2	0
staff_attendance	PRIMARY	0	1	0
staff_attendance	uk_staff_date	0	2	0
staff_attendance_profiles	PRIMARY	0	1	0
staff_attendance_profiles	staff_id	0	1	0
staff_categories	idx_staff_type	1	1	6
staff_categories	PRIMARY	0	1	19
staff_children	idx_deduction_enabled	1	1	0
staff_children	idx_staff	1	1	0
staff_children	idx_student	1	1	0
staff_children	PRIMARY	0	1	0
staff_children	uk_staff_student	0	2	0
staff_contracts	fk_contract_creator	1	1	0
staff_contracts	idx_contract_dates	1	2	0
staff_contracts	idx_contract_staff_active	1	2	0
staff_contracts	PRIMARY	0	1	0
staff_deductions	idx_deduction_type	1	1	0
staff_deductions	idx_related_student	1	1	0
staff_deductions	idx_staff_deductions_effective	1	2	0
staff_deductions	idx_status	1	1	0
staff_deductions	PRIMARY	0	1	0
staff_deductions	staff_id	1	1	0
staff_department_assignments	idx_staff_department_assignments_department_id	1	1	0
staff_department_assignments	PRIMARY	0	1	0
staff_department_assignments	uk_staff_dept_from	0	3	0
staff_duty_roster	idx_date	1	1	0
staff_duty_roster	idx_duty_type	1	1	0
staff_duty_roster	idx_staff_date	1	2	0
staff_duty_roster	PRIMARY	0	1	0
staff_duty_roster	staff_duty_roster_ibfk_3	1	1	0
staff_duty_roster	staff_duty_roster_ibfk_4	1	1	0
staff_duty_types	code	0	1	9
staff_duty_types	PRIMARY	0	1	9
staff_employment_profiles	idx_staff_employment_department	1	1	0
staff_employment_profiles	PRIMARY	0	1	0
staff_employment_profiles	staff_id	0	1	0
staff_experience	idx_dates	1	2	2
staff_experience	idx_staff	1	1	12
staff_experience	PRIMARY	0	1	12
staff_id_cards	idx_staff_id_cards_staff	1	2	5
staff_id_cards	PRIMARY	0	1	5
staff_id_cards	uq_staff_id_cards_number	0	1	5
staff_import_batches	idx_staff_import_actor	1	1	0
staff_import_batches	idx_staff_import_status	1	1	0
staff_import_batches	PRIMARY	0	1	0
staff_import_rows	idx_staff_import_rows_staff_id	1	1	0
staff_import_rows	idx_staff_import_rows_user_id	1	1	0
staff_import_rows	idx_staff_import_row_status	1	2	0
staff_import_rows	PRIMARY	0	1	0
staff_import_rows	uk_staff_import_row	0	2	0
staff_incident_reports	fk_staff_incident_created_by	1	1	0
staff_incident_reports	fk_staff_incident_resolved_by	1	1	0
staff_incident_reports	idx_staff_incident_assigned	1	2	0
staff_incident_reports	idx_staff_incident_department	1	3	0
staff_incident_reports	idx_staff_incident_staff	1	2	0
staff_incident_reports	idx_staff_incident_status	1	3	0
staff_incident_reports	PRIMARY	0	1	0
staff_incident_reports	uk_staff_incident_reference	0	1	0
staff_kpi_templates	idx_kpi_category	1	1	0
staff_kpi_templates	PRIMARY	0	1	0
staff_leaves	fk_leave_approver	1	1	0
staff_leaves	fk_leave_relief	1	1	0
staff_leaves	idx_leave_type	1	1	0
staff_leaves	idx_staff_dates	1	3	0
staff_leaves	idx_staff_leaves_dates	1	2	0
staff_leaves	idx_staff_leaves_staff_type	1	3	0
staff_leaves	idx_staff_leaves_status_year	1	2	0
staff_leaves	idx_status	1	1	0
staff_leaves	PRIMARY	0	1	0
staff_lifecycle_actions	idx_effective_date	1	1	0
staff_lifecycle_actions	idx_staff_id	1	1	0
staff_lifecycle_actions	idx_status	1	1	0
staff_lifecycle_actions	PRIMARY	0	1	0
staff_loans	idx_staff	1	1	0
staff_loans	idx_staff_loans_status	1	3	0
staff_loans	idx_status	1	1	0
staff_loans	PRIMARY	0	1	0
staff_meetings	idx_meeting_class	1	1	0
staff_meetings	idx_meeting_date	1	1	0
staff_meetings	idx_meeting_department	1	1	0
staff_meetings	idx_meeting_organizer	1	1	0
staff_meetings	idx_meeting_status	1	1	0
staff_meetings	PRIMARY	0	1	0
staff_meeting_attendees	idx_attendee_staff	1	1	0
staff_meeting_attendees	PRIMARY	0	1	0
staff_meeting_attendees	uq_meeting_staff	0	2	0
staff_offboarding	fk_so_processed_by	1	1	0
staff_offboarding	idx_offboarding_type	1	1	0
staff_offboarding	idx_staff_id	1	1	0
staff_offboarding	idx_status	1	1	0
staff_offboarding	PRIMARY	0	1	0
staff_off_day_patterns	PRIMARY	0	1	0
staff_off_day_patterns	unique_pattern	0	3	0
staff_payroll_profiles	PRIMARY	0	1	0
staff_payroll_profiles	staff_id	0	1	0
staff_probation_reviews	idx_staff_probation_reviews_reviewer_id	1	1	0
staff_probation_reviews	onboarding_id	1	1	0
staff_probation_reviews	PRIMARY	0	1	0
staff_probation_reviews	staff_id	1	1	0
staff_promotions	idx_effective_date	1	1	0
staff_promotions	idx_staff_id	1	1	0
staff_promotions	idx_status	1	1	0
staff_promotions	PRIMARY	0	1	0
staff_qualifications	idx_staff	1	1	12
staff_qualifications	idx_year	1	1	2
staff_qualifications	PRIMARY	0	1	12
staff_salary_advances	advance_number	0	1	0
staff_salary_advances	idx_staff	1	1	0
staff_salary_advances	idx_status	1	1	0
staff_salary_advances	PRIMARY	0	1	0
staff_shift_assignments	idx_staff	1	1	0
staff_shift_assignments	idx_year	1	1	0
staff_shift_assignments	PRIMARY	0	1	0
staff_types	PRIMARY	0	1	3
staff_types	uk_name	0	1	3
statutory_agency_accounts	PRIMARY	0	1	0
statutory_agency_accounts	uq_statutory_agency_account	0	2	0
statutory_remittances	idx_due_date	1	1	0
statutory_remittances	idx_status	1	1	0
statutory_remittances	PRIMARY	0	1	0
statutory_remittances	uk_agency_period	0	3	0
statutory_remittance_attempts	fk_statutory_attempt_agency_account	1	1	0
statutory_remittance_attempts	fk_statutory_attempt_provider	1	1	0
statutory_remittance_attempts	fk_statutory_attempt_remittance	1	1	0
statutory_remittance_attempts	idx_statutory_attempt_status	1	2	0
statutory_remittance_attempts	PRIMARY	0	1	0
statutory_remittance_attempts	uq_statutory_attempt_idempotency	0	1	0
statutory_remittance_items	idx_payslip	1	1	0
statutory_remittance_items	idx_remittance	1	1	0
statutory_remittance_items	idx_staff	1	1	0
statutory_remittance_items	PRIMARY	0	1	0
storage_locations	idx_parent	1	1	0
storage_locations	idx_status	1	1	0
storage_locations	PRIMARY	0	1	0
storage_locations	uk_code	0	1	0
strands	idx_strand_grade	1	1	22
strands	idx_strand_la	1	1	68
strands	PRIMARY	0	1	482
strands	uq_strand_grade	0	4	482
strand_competency	competency_id	1	1	0
strand_competency	PRIMARY	0	1	0
