EVENT_NAME	STATUS	EVENT_TYPE	EXECUTE_AT	INTERVAL_VALUE	INTERVAL_FIELD	LAST_EXECUTED
strand_competency	uk_strand_comp	0	2	0
streams	PRIMARY	0	1	4
streams	uk_stream_code	0	1	4
streams	uk_stream_name	0	1	4
students	idx_students_application_id	1	1	0
students	idx_students_student_type_id	1	1	0
students	PRIMARY	0	1	0
students	uk_admission_no	0	1	0
students	uk_students_person	0	1	0
student_academic_enrollments	idx_student_academic_enrollments_academic_year_id	1	1	0
student_academic_enrollments	PRIMARY	0	1	0
student_academic_enrollments	uk_stream_student	0	2	0
student_academic_enrollments	uk_student_year	0	2	0
student_attendance	idx_enr_date	1	2	0
student_attendance	idx_student_attendance_permission_id	1	1	0
student_attendance	idx_student_attendance_session_id	1	1	0
student_attendance	PRIMARY	0	1	0
student_attendance	uq_attendance_mark	0	4	0
student_boarding_notes	idx_note_type	1	1	0
student_boarding_notes	idx_priority	1	1	0
student_boarding_notes	idx_resolved	1	1	0
student_boarding_notes	idx_student_id	1	1	0
student_boarding_notes	idx_visibility	1	1	0
student_boarding_notes	PRIMARY	0	1	0
student_clearances	idx_request	1	1	0
student_clearances	idx_student	1	1	0
student_clearances	PRIMARY	0	1	0
student_clearances	uq_request_type	0	2	0
student_fee_obligations	idx_due_date	1	1	0
student_fee_obligations	idx_status	1	1	0
student_fee_obligations	idx_student_fee_obligations_academic_year_fee_schedule_id	1	1	0
student_fee_obligations	idx_student_fee_obligations_academic_year_id	1	1	0
student_fee_obligations	idx_student_fee_obligations_academic_year_term_id	1	1	0
student_fee_obligations	PRIMARY	0	1	0
student_fee_obligations	uk_student_obligation	0	4	0
student_fund_transfers	fk_fund_transfer_destination_entitlement	1	1	0
student_fund_transfers	fk_fund_transfer_parent	1	1	0
student_fund_transfers	fk_fund_transfer_source_credit	1	1	0
student_fund_transfers	fk_fund_transfer_source_entitlement	1	1	0
student_fund_transfers	idx_student_fund_transfer_destination	1	2	0
student_fund_transfers	idx_student_fund_transfer_source	1	2	0
student_fund_transfers	idx_student_fund_transfer_status	1	2	0
student_fund_transfers	PRIMARY	0	1	0
student_fund_transfer_postings	PRIMARY	0	1	0
student_fund_transfer_postings	uq_fund_transfer_posting	0	2	0
student_health_records	idx_emergency_flag	1	1	0
student_health_records	idx_health_student	1	1	0
student_health_records	idx_status	1	1	0
student_health_records	PRIMARY	0	1	0
student_health_records	uq_student_health	0	1	0
student_health_reviews	idx_health_record_id	1	1	0
student_health_reviews	idx_review_date	1	1	0
student_health_reviews	PRIMARY	0	1	0
student_health_visits	idx_health_record_id	1	1	0
student_health_visits	idx_student_id	1	1	0
student_health_visits	idx_visit_date	1	1	0
student_health_visits	PRIMARY	0	1	0
student_id_cards	fk_replaced_card	1	1	0
student_id_cards	idx_academic_year_id	1	1	0
student_id_cards	idx_status	1	1	0
student_id_cards	idx_student_id	1	1	0
student_id_cards	PRIMARY	0	1	0
student_id_cards	qr_token	0	1	0
student_id_cards	uk_card_number	0	1	0
student_id_card_history	idx_action	1	1	0
student_id_card_history	idx_card_id	1	1	0
student_id_card_history	idx_student_id	1	1	0
student_id_card_history	PRIMARY	0	1	0
student_meal_profiles	idx_active	1	1	0
student_meal_profiles	idx_diet_type	1	1	0
student_meal_profiles	PRIMARY	0	1	0
student_meal_profiles	uk_student_meal_profile	0	1	0
student_parents	idx_student_parents_parent_id	1	1	0
student_parents	PRIMARY	0	2	0
student_permissions	idx_dates	1	2	0
student_permissions	idx_status	1	1	0
student_permissions	idx_student	1	1	0
student_permissions	PRIMARY	0	1	0
student_permissions	student_permissions_ibfk_2	1	1	0
student_permissions	student_permissions_ibfk_3	1	1	0
student_permissions	student_permissions_ibfk_4	1	1	0
student_permission_types	code	0	1	10
student_permission_types	PRIMARY	0	1	10
student_suspensions	idx_status	1	1	0
student_suspensions	idx_student_year	1	2	0
student_suspensions	idx_suspension_date	1	1	0
student_suspensions	PRIMARY	0	1	0
student_suspensions	student_suspensions_ibfk_2	1	1	0
student_transitions	idx_student_transitions_academic_year_id	1	1	0
student_transitions	idx_student_transitions_from_student_academic_enrollment_id	1	1	0
student_transitions	idx_student_transitions_student_id	1	1	0
student_transitions	idx_student_transitions_to_student_academic_enrollment_id	1	1	0
student_transitions	PRIMARY	0	1	0
student_transport_assignments	idx_assigned_by	1	1	0
student_transport_assignments	idx_dropoff_stop_id	1	1	0
student_transport_assignments	idx_pickup_stop_id	1	1	0
student_transport_assignments	idx_route_month_year	1	3	0
student_transport_assignments	idx_student_month_year	1	3	0
student_transport_assignments	PRIMARY	0	1	0
student_transport_assignments	stop_id	1	1	0
student_transport_attendance	idx_attendance_date	1	1	0
student_transport_attendance	idx_route_id	1	1	0
student_transport_attendance	idx_status	1	1	0
student_transport_attendance	idx_student_id	1	1	0
student_transport_attendance	idx_vehicle_id	1	1	0
student_transport_attendance	marked_by	1	1	0
student_transport_attendance	PRIMARY	0	1	0
student_transport_attendance	unique_attendance	0	3	0
student_transport_entitlements	ix_route_entitlement	1	2	0
student_transport_entitlements	ix_student_entitlement_dates	1	3	0
student_transport_entitlements	PRIMARY	0	1	0
student_transport_entitlements	uq_student_transport_entitlement	0	3	0
student_transport_incidents	escalated_to	1	1	0
student_transport_incidents	idx_escalated	1	1	0
student_transport_incidents	idx_incident_datetime	1	1	0
student_transport_incidents	idx_reported_by	1	1	0
student_transport_incidents	idx_route_id	1	1	0
student_transport_incidents	idx_student_id	1	1	0
student_transport_incidents	idx_vehicle_id	1	1	0
student_transport_incidents	PRIMARY	0	1	0
student_transport_notes	created_by	1	1	0
student_transport_notes	idx_note_type	1	1	0
student_transport_notes	idx_priority	1	1	0
student_transport_notes	idx_resolved	1	1	0
student_transport_notes	idx_student_id	1	1	0
student_transport_notes	idx_visibility	1	1	0
student_transport_notes	PRIMARY	0	1	0
student_transport_notes	resolved_by	1	1	0
student_types	code	0	1	3
student_types	idx_code	1	1	3
student_types	idx_status	1	1	3
student_types	PRIMARY	0	1	3
student_uniforms	PRIMARY	0	1	0
student_uniforms	uk_student	0	1	0
student_vaccinations	idx_vax_date	1	1	0
student_vaccinations	idx_vax_student	1	1	0
student_vaccinations	PRIMARY	0	1	0
student_welfare_cases	case_code	0	1	0
student_welfare_cases	idx_assigned_to	1	1	0
student_welfare_cases	idx_next_follow_up_at	1	1	0
student_welfare_cases	idx_opened_by	1	1	0
student_welfare_cases	idx_priority	1	1	0
student_welfare_cases	idx_status	1	1	0
student_welfare_cases	idx_student_id	1	1	0
student_welfare_cases	PRIMARY	0	1	0
student_welfare_cases	related_discipline_case_id	1	1	0
student_welfare_cases	resolved_by	1	1	0
student_welfare_notes	idx_follow_up_date	1	1	0
student_welfare_notes	idx_note_type	1	1	0
student_welfare_notes	idx_visibility	1	1	0
student_welfare_notes	idx_welfare_case_id	1	1	0
student_welfare_notes	PRIMARY	0	1	0
student_welfare_notes	recorded_by	1	1	0
subject_time_allocations	idx_class_id	1	1	0
subject_time_allocations	idx_subject_time_allocations_academic_year_id	1	1	0
subject_time_allocations	idx_subject_time_allocations_subject_id	1	1	0
subject_time_allocations	idx_teacher_id	1	1	0
subject_time_allocations	idx_term_id	1	1	0
subject_time_allocations	PRIMARY	0	1	0
subject_time_allocations	uq_class_subject_term	0	3	0
sub_strands	idx_sub_strand_grade	1	1	22
sub_strands	idx_sub_strand_strand	1	1	1054
sub_strands	PRIMARY	0	1	2109
sub_strands	uq_sub_strand_grade	0	4	2109
sub_strand_competencies	idx_ss_comp_comp	1	1	0
sub_strand_competencies	PRIMARY	0	1	0
sub_strand_competencies	uq_ss_comp	0	2	0
sub_strand_key_inquiry_questions	idx_ssq_sub	1	1	0
sub_strand_key_inquiry_questions	PRIMARY	0	1	0
sub_strand_pci_issues	idx_ss_pci_pci	1	1	0
sub_strand_pci_issues	PRIMARY	0	1	0
sub_strand_pci_issues	uq_ss_pci	0	2	0
sub_strand_rubrics	idx_ss_rubric_sub	1	1	0
sub_strand_rubrics	PRIMARY	0	1	0
sub_strand_suggested_experiences	idx_sse_sub	1	1	0
sub_strand_suggested_experiences	PRIMARY	0	1	0
sub_strand_values	idx_ssv_sub	1	1	0
sub_strand_values	PRIMARY	0	1	0
supervision_rosters	idx_supervision_rosters_room_id	1	1	0
supervision_rosters	idx_supervision_rosters_staff_id	1	1	0
supervision_rosters	idx_supervision_rosters_time_slot_id	1	1	0
supervision_rosters	PRIMARY	0	1	0
supervision_rosters	uk_supervision_exam_staff_role	0	3	0
suppliers	idx_status	1	1	0
suppliers	PRIMARY	0	1	0
supplier_bank_accounts	idx_supplier_bank_active	1	3	0
supplier_bank_accounts	PRIMARY	0	1	0
supplier_bank_accounts	uq_supplier_bank_account	0	3	0
supplier_mobile_accounts	idx_supplier_mobile_active	1	3	0
supplier_mobile_accounts	PRIMARY	0	1	0
supplier_mobile_accounts	uq_supplier_mobile_account	0	3	0
supplier_payment_requests	fk_supplier_payment_bank	1	1	0
supplier_payment_requests	fk_supplier_payment_disbursement	1	1	0
supplier_payment_requests	fk_supplier_payment_supplier	1	1	0
supplier_payment_requests	idx_supplier_payment_status	1	2	0
supplier_payment_requests	PRIMARY	0	1	0
supplier_payment_requests	uq_supplier_payment_reference	0	1	0
system_access_policies	fk_system_access_policy_created_by	1	1	0
system_access_policies	fk_system_access_policy_updated_by	1	1	0
system_access_policies	idx_system_access_policy_state	1	3	0
system_access_policies	PRIMARY	0	1	0
system_access_policies	uq_system_access_policy_key	0	1	0
system_alerts	idx_system_alerts_created_at	1	1	0
system_alerts	PRIMARY	0	1	0
system_api_metrics	fk_system_api_metrics_user	1	1	0
system_api_metrics	idx_system_api_metrics_endpoint	1	3	0
system_api_metrics	idx_system_api_metrics_time	1	1	0
system_api_metrics	PRIMARY	0	1	0
system_background_jobs	fk_system_jobs_created_by	1	1	0
system_background_jobs	idx_system_jobs_ready	1	2	0
system_background_jobs	PRIMARY	0	1	0
system_backups	fk_system_backups_created_by	1	1	0
system_backups	idx_system_backups_status	1	2	0
system_backups	PRIMARY	0	1	0
system_domain_isolation_rules	fk_system_domain_rules_created_by	1	1	0
system_domain_isolation_rules	fk_system_domain_rules_updated_by	1	1	0
system_domain_isolation_rules	idx_system_domain_rules_active	1	2	0
system_domain_isolation_rules	PRIMARY	0	1	0
system_domain_isolation_rules	uq_system_domain_rule	0	2	0
system_feature_flags	fk_system_feature_flags_created_by	1	1	0
system_feature_flags	fk_system_feature_flags_updated_by	1	1	0
system_feature_flags	idx_system_feature_flags_state	1	2	0
system_feature_flags	PRIMARY	0	1	0
system_feature_flags	uq_system_feature_flags_key	0	1	0
system_ip_rules	fk_system_ip_rules_created_by	1	1	0
system_ip_rules	fk_system_ip_rules_updated_by	1	1	0
system_ip_rules	idx_system_ip_rules_active	1	3	0
system_ip_rules	PRIMARY	0	1	0
system_ip_rules	uq_system_ip_rule	0	2	0
system_maintenance_windows	fk_system_maintenance_created_by	1	1	0
system_maintenance_windows	fk_system_maintenance_updated_by	1	1	0
system_maintenance_windows	idx_system_maintenance_active	1	3	0
system_maintenance_windows	PRIMARY	0	1	0
system_migration_history	fk_system_migration_executed_by	1	1	0
system_migration_history	PRIMARY	0	1	0
system_migration_history	uq_system_migration_name	0	1	0
system_modules	fk_system_modules_created_by	1	1	0
system_modules	fk_system_modules_updated_by	1	1	0
system_modules	idx_system_modules_enabled	1	1	0
system_modules	PRIMARY	0	1	0
system_modules	uq_system_modules_key	0	1	0
system_policies	fk_policies_creator	1	1	3
system_policies	idx_policies_active	1	1	3
system_policies	idx_policies_effective	1	2	3
system_policies	idx_policies_priority	1	1	3
system_policies	idx_policies_type	1	1	3
system_policies	name	0	1	3
system_policies	PRIMARY	0	1	3
system_policy_violations	fk_system_violation_policy	1	1	0
system_policy_violations	fk_system_violation_resolved_by	1	1	0
system_policy_violations	idx_system_policy_violations_resource_id	1	1	0
system_policy_violations	idx_system_violation_status	1	2	0
system_policy_violations	idx_system_violation_user	1	1	0
system_policy_violations	PRIMARY	0	1	0
system_rate_limit_rules	fk_system_rate_limit_created_by	1	1	0
system_rate_limit_rules	fk_system_rate_limit_updated_by	1	1	0
system_rate_limit_rules	idx_system_rate_limit_active	1	2	0
system_rate_limit_rules	PRIMARY	0	1	0
system_rate_limit_rules	uq_system_rate_limit_key	0	1	0
system_retention_policies	fk_system_retention_created_by	1	1	0
system_retention_policies	fk_system_retention_updated_by	1	1	0
system_retention_policies	idx_system_retention_active	1	2	0
system_retention_policies	PRIMARY	0	1	0
system_retention_policies	uq_system_retention_resource	0	1	0
system_route_access_rules	fk_system_route_access_created_by	1	1	0
system_route_access_rules	fk_system_route_access_permission	1	1	0
system_route_access_rules	fk_system_route_access_updated_by	1	1	0
system_route_access_rules	idx_system_route_access_active	1	2	0
system_route_access_rules	PRIMARY	0	1	0
system_route_access_rules	uq_system_route_access_rule	0	4	0
system_security_incidents	fk_system_incident_assigned_to	1	1	0
system_security_incidents	fk_system_incident_created_by	1	1	0
system_security_incidents	fk_system_incident_updated_by	1	1	0
system_security_incidents	idx_system_incident_status	1	2	0
system_security_incidents	PRIMARY	0	1	0
system_time_bound_access	fk_system_time_access_granted_by	1	1	0
system_time_bound_access	fk_system_time_access_revoked_by	1	1	0
system_time_bound_access	idx_system_time_access_permission	1	1	0
system_time_bound_access	idx_system_time_access_role	1	1	0
system_time_bound_access	idx_system_time_access_user	1	3	0
system_time_bound_access	PRIMARY	0	1	0
system_webhooks	fk_system_webhooks_created_by	1	1	0
system_webhooks	fk_system_webhooks_updated_by	1	1	0
system_webhooks	idx_system_webhooks_active	1	1	0
system_webhooks	PRIMARY	0	1	0
tax_brackets	idx_year_income	1	2	3
tax_brackets	PRIMARY	0	1	3
tax_brackets	uk_year_bracket	0	3	3
tax_withholding_history	idx_kra_pin	1	1	0
tax_withholding_history	idx_staff_year	1	2	0
tax_withholding_history	PRIMARY	0	1	0
teaching_materials	idx_teaching_materials_academic_year_class_stream_id	1	1	0
teaching_materials	idx_teaching_materials_academic_year_id	1	1	0
teaching_materials	idx_teaching_materials_academic_year_term_id	1	1	0
teaching_materials	idx_teaching_materials_created_at	1	1	0
teaching_materials	idx_teaching_materials_learning_area_id	1	1	0
teaching_materials	idx_teaching_materials_status	1	1	0
teaching_materials	idx_teaching_materials_teacher_id	1	1	0
teaching_materials	idx_teaching_materials_updated_at	1	1	0
teaching_materials	PRIMARY	0	1	0
template_categories	PRIMARY	0	1	3
template_categories	uk_name	0	1	3
terms	PRIMARY	0	1	3
terms	uk_term_code	0	1	3
terms	uk_term_name	0	1	3
term_consolidations	fk_tc_consolidated_by	1	1	0
term_consolidations	fk_tc_term	1	1	0
term_consolidations	idx_academic_year	1	1	0
term_consolidations	idx_avg_grade	1	1	0
term_consolidations	idx_class_position	1	1	0
term_consolidations	idx_term_consolidations_best_subject_id	1	1	0
term_consolidations	idx_term_consolidations_worst_subject_id	1	1	0
term_consolidations	PRIMARY	0	1	0
term_consolidations	uk_student_term	0	2	0
term_subject_scores	fk_tss_subject	1	1	0
term_subject_scores	idx_overall_grade	1	1	0
term_subject_scores	idx_student_term	1	2	0
term_subject_scores	idx_term_subject	1	2	0
term_subject_scores	PRIMARY	0	1	0
term_subject_scores	uk_student_term_subject	0	3	0
timetable_changes	idx_timetable_changes_created_at	1	1	0
timetable_changes	idx_timetable_changes_effective_date	1	1	0
timetable_changes	idx_timetable_changes_new_teacher_id	1	1	0
timetable_changes	idx_timetable_changes_new_time_slot_id	1	1	0
timetable_changes	idx_timetable_changes_status	1	1	0
timetable_changes	idx_timetable_changes_timetable_entry_id	1	1	0
timetable_changes	PRIMARY	0	1	0
timetable_conflicts	idx_reported_by	1	1	0
timetable_conflicts	idx_status	1	1	0
timetable_conflicts	PRIMARY	0	1	0
timetable_entries	idx_timetable_entries_academic_year_term_id	1	1	2
timetable_entries	idx_timetable_entries_learning_area_id	1	1	2
timetable_entries	idx_timetable_entries_teacher_id	1	1	2
timetable_entries	idx_timetable_entries_time_slot_id	1	1	2
timetable_entries	PRIMARY	0	1	6
timetable_entries	uk_timetable_slot	0	4	6
timetable_templates	idx_applies_to	1	1	0
timetable_templates	idx_timetable_templates_class_id	1	1	0
timetable_templates	PRIMARY	0	1	0
time_slots	idx_period_time	0	2	13
time_slots	PRIMARY	0	1	13
transport_access_overrides	ix_transport_override_lookup	1	5	0
transport_access_overrides	PRIMARY	0	1	0
transport_bill_payments	idx_transport_bill_payments_bill_id	1	1	0
transport_bill_payments	idx_transport_bill_payments_created_at	1	1	0
transport_bill_payments	idx_transport_bill_payments_payment_date	1	1	0
transport_bill_payments	idx_transport_bill_payments_transaction_id	1	1	0
transport_bill_payments	PRIMARY	0	1	0
transport_entitlement_payments	ix_transport_payment_status	1	1	0
transport_entitlement_payments	ix_transport_payment_student	1	2	0
transport_entitlement_payments	PRIMARY	0	1	0
transport_entitlement_payments	uq_transport_provider_reference	0	2	0
transport_entitlement_payment_allocations	ix_transport_allocation_entitlement	1	1	0
transport_entitlement_payment_allocations	PRIMARY	0	1	0
transport_entitlement_payment_allocations	uq_transport_payment_entitlement	0	2	0
transport_entitlement_periods	ix_transport_period_dates	1	2	0
transport_entitlement_periods	ix_transport_period_term	1	1	0
transport_entitlement_periods	PRIMARY	0	1	0
transport_entitlement_periods	uq_transport_period	0	4	0
transport_monthly_bills	idx_billing_month	1	1	0
transport_monthly_bills	idx_payment_status	1	1	0
transport_monthly_bills	idx_student	1	1	0
transport_monthly_bills	idx_subscription	1	1	0
transport_monthly_bills	idx_transport_monthly_bills_route_id	1	1	0
transport_monthly_bills	PRIMARY	0	1	0
transport_monthly_bills	uk_student_month	0	2	0
transport_payment_intents	fk_transport_intent_entitlement	1	1	0
transport_payment_intents	fk_transport_intent_student	1	1	0
transport_payment_intents	idx_transport_payment_intent_provider_request	1	2	0
transport_payment_intents	idx_transport_payment_intent_status	1	2	0
transport_payment_intents	PRIMARY	0	1	0
transport_payment_intents	uq_transport_payment_intent_provider_tx	0	2	0
transport_payment_intents	uq_transport_payment_intent_reference	0	1	0
transport_routes	idx_status	1	1	0
transport_routes	PRIMARY	0	1	0
transport_routes	uk_code	0	1	0
transport_schedules	idx_driver_date	1	2	0
transport_schedules	idx_route_id	1	1	0
transport_schedules	idx_transport_schedules_term_id	1	1	0
transport_schedules	idx_vehicle_id	1	1	0
transport_schedules	PRIMARY	0	1	0
transport_stops	idx_route	1	1	0
transport_stops	idx_sequence	1	1	0
transport_stops	idx_status	1	1	0
transport_stops	PRIMARY	0	1	0
transport_vehicles	idx_driver	1	1	0
transport_vehicles	idx_status	1	1	0
transport_vehicles	PRIMARY	0	1	0
transport_vehicles	uk_registration	0	1	0
transport_vehicle_routes	idx_status	1	1	0
transport_vehicle_routes	PRIMARY	0	1	0
transport_vehicle_routes	route_id	1	1	0
transport_vehicle_routes	uk_vehicle_route_direction	0	3	0
uniform_catalog_carts	idx_uniform_cart_parent	1	2	0
uniform_catalog_carts	PRIMARY	0	1	0
uniform_catalog_cart_items	fk_uniform_cart_item_product	1	1	0
uniform_catalog_cart_items	fk_uniform_cart_item_size	1	1	0
uniform_catalog_cart_items	PRIMARY	0	1	0
uniform_catalog_cart_items	uq_uniform_cart_item	0	3	0
uniform_catalog_images	idx_uniform_catalog_image_product	1	2	0
uniform_catalog_images	PRIMARY	0	1	0
uniform_catalog_orders	fk_uniform_order_cart	1	1	0
uniform_catalog_orders	fk_uniform_order_student	1	1	0
uniform_catalog_orders	idx_uniform_order_parent	1	2	0
uniform_catalog_orders	PRIMARY	0	1	0
uniform_catalog_orders	uq_uniform_order_reference	0	1	0
uniform_catalog_order_items	fk_uniform_order_line_product	1	1	0
uniform_catalog_order_items	fk_uniform_order_line_size	1	1	0
uniform_catalog_order_items	idx_uniform_order_item_order	1	1	0
uniform_catalog_order_items	idx_uniform_order_item_sale	1	1	0
uniform_catalog_order_items	PRIMARY	0	1	0
uniform_catalog_products	idx_uniform_catalog_status	1	2	0
uniform_catalog_products	PRIMARY	0	1	0
uniform_catalog_products	uq_uniform_catalog_item	0	1	0
uniform_catalog_products	uq_uniform_catalog_slug	0	1	0
uniform_catalog_wishlists	fk_uniform_wishlist_product	1	1	0
uniform_catalog_wishlists	PRIMARY	0	1	0
uniform_catalog_wishlists	uq_uniform_wishlist	0	2	0
uniform_payment_intents	fk_uniform_intent_sale	1	1	0
uniform_payment_intents	fk_uniform_intent_student	1	1	0
uniform_payment_intents	idx_uniform_intent_order	1	2	0
uniform_payment_intents	idx_uniform_intent_status	1	2	0
uniform_payment_intents	PRIMARY	0	1	0
uniform_payment_intents	uq_uniform_intent_provider_tx	0	2	0
uniform_payment_intents	uq_uniform_intent_reference	0	1	0
uniform_payment_records	idx_uniform_payment_records_payment_date	1	1	0
uniform_payment_records	idx_uniform_payment_records_sale_id	1	1	0
uniform_payment_records	PRIMARY	0	1	0
uniform_sales	idx_item	1	1	0
uniform_sales	idx_payment_status	1	1	0
uniform_sales	idx_sale_date	1	1	0
uniform_sales	idx_student	1	1	0
uniform_sales	PRIMARY	0	1	0
uniform_sizes	idx_item_id	1	1	31
uniform_sizes	PRIMARY	0	1	94
uniform_sizes	uk_item_size	0	2	94
users	PRIMARY	0	1	31
users	uk_username	0	1	31
users	uk_users_person	0	1	31
user_2fa_backup_codes	idx_used	1	1	0
user_2fa_backup_codes	idx_user_id	1	1	0
user_2fa_backup_codes	PRIMARY	0	1	0
user_2fa_otp_sessions	idx_expires	1	1	0
user_2fa_otp_sessions	idx_user_id	1	1	0
user_2fa_otp_sessions	idx_verified	1	1	0
user_2fa_otp_sessions	PRIMARY	0	1	0
user_invitations	idx_invitation_email	1	1	0
user_invitations	idx_invitation_user_status	1	2	0
user_invitations	idx_user_invitations_staff_id	1	1	0
user_invitations	PRIMARY	0	1	0
user_invitations	token_hash	0	1	0
user_passkeys	idx_passkey_user	1	1	0
user_passkeys	PRIMARY	0	1	0
user_passkeys	uq_passkey_credential	0	1	0
user_passkey_challenges	fk_passkey_challenge_user	1	1	0
user_passkey_challenges	idx_passkey_challenge_expiry	1	1	0
user_passkey_challenges	PRIMARY	0	1	0
user_passkey_challenges	uq_passkey_challenge	0	1	0
user_permissions	fk_userperm_grantedby	1	1	6
user_permissions	idx_expires	1	1	2
user_permissions	idx_permission_id	1	1	1776
user_permissions	idx_type	1	1	2
user_permissions	idx_user_id	1	1	32
user_permissions	PRIMARY	0	1	1776
user_permissions	unique_user_perm	0	2	1776
user_roles	PRIMARY	0	1	55
user_roles	role_id	1	1	55
user_roles	uk_user_role	0	2	55
user_routes	fk_user_routes_grantor	1	1	0
user_routes	fk_user_routes_route	1	1	0
user_routes	PRIMARY	0	1	0
user_routes	uk_user_route	0	2	0
user_sessions	idx_user_status	1	2	13
user_sessions	PRIMARY	0	1	13
user_sessions	uk_token	0	1	13
user_two_factor_audit_events	idx_2fa_audit_challenge	1	1	0
user_two_factor_audit_events	idx_2fa_audit_user_time	1	2	0
user_two_factor_audit_events	PRIMARY	0	1	0
user_two_factor_challenges	idx_challenge_user_status	1	3	0
user_two_factor_challenges	PRIMARY	0	1	0
user_two_factor_challenges	uq_challenge_hash	0	1	0
user_two_factor_methods	idx_factor_user_enabled	1	2	0
user_two_factor_methods	PRIMARY	0	1	0
user_two_factor_methods	uq_user_factor	0	2	0
vehicle_maintenance	idx_vehicle_maintenance_date	1	2	0
vehicle_maintenance	PRIMARY	0	1	0
vehicle_maintenance	vehicle_id	1	1	0
widgets	PRIMARY	0	1	0
widgets	uk_widget_key	0	1	0
workflow_definitions	PRIMARY	0	1	21
workflow_definitions	uk_workflow_code	0	1	21
workflow_history	idx_workflow_history_created_at	1	1	63
workflow_history	idx_workflow_history_workflow_id	1	1	4
workflow_history	PRIMARY	0	1	127
workflow_instances	fk_workflow_starter	1	1	11
workflow_instances	idx_workflow_instances_reference_id	1	1	69
workflow_instances	idx_workflow_ref	1	3	69
workflow_instances	idx_workflow_status	1	2	17
workflow_instances	PRIMARY	0	1	69
workflow_notifications	idx_user_notifications	1	2	5
workflow_notifications	idx_workflow_notify	1	2	15
workflow_notifications	PRIMARY	0	1	15
workflow_stages	idx_workflow_sequence	1	2	96
workflow_stages	PRIMARY	0	1	96
workflow_stages	uk_workflow_stage	0	2	96
workflow_stage_history	fk_workflow_processor	1	1	10
workflow_stage_history	idx_instance_history	1	1	32
workflow_stage_history	PRIMARY	0	1	32
workflow_stage_permissions	permission_id	1	1	42
workflow_stage_permissions	PRIMARY	0	1	84
workflow_stage_permissions	role_id	1	1	16
workflow_stage_permissions	uq_stage_perm_role	0	3	84
TABLE_NAME	CONSTRAINT_NAME	CONSTRAINT_TYPE
announcements_bulletin	audience_json	CHECK
annual_scores	insights_summary	CHECK
annual_scores	strengths	CHECK
annual_scores	weaknesses	CHECK
api_tokens	scope	CHECK
bank_transactions	webhook_data	CHECK
counseling_cases	chk_counseling_cases_counselee	CHECK
disbursement_transactions	callback_data	CHECK
dormitories	facilities	CHECK
external_emails	attachments	CHECK
external_institutions	email_addresses	CHECK
external_institutions	phone_numbers	CHECK
form_permissions	actions	CHECK
learning_areas	source_documents	CHECK
lesson_observations	recommendations	CHECK
lesson_observations	strengths	CHECK
lesson_observations	areas_for_improvement	CHECK
message_templates	variables	CHECK
mpesa_transactions	raw_callback	CHECK
mpesa_transactions	webhook_data	CHECK
onboarding_task_templates	applies_to_type_ids	CHECK
outbound_messages	payload_json	CHECK
payment_provider_attempts	request_payload	CHECK
payment_provider_attempts	response_payload	CHECK
payment_provider_callbacks	raw_payload	CHECK
payment_provider_callbacks	request_headers	CHECK
payment_unmatched_cases	raw_payload	CHECK
payslips	child_fees_breakdown	CHECK
payslips	allowances_breakdown	CHECK
payslips	deductions_breakdown	CHECK
qr_scan_events	chk_qr_scan_result	CHECK
school_transactions	details	CHECK
school_week_config	class_days	CHECK
school_week_config	boarding_days	CHECK
staff_appointment_approvals	changes	CHECK
staff_import_batches	validation_summary	CHECK
staff_import_rows	row_data	CHECK
staff_import_rows	validation_errors	CHECK
statutory_remittance_attempts	response_payload	CHECK
statutory_remittance_attempts	request_payload	CHECK
system_policies	rule_expression	CHECK
system_policies	target_ids	CHECK
term_consolidations	performance_summary	CHECK
timetable_templates	template_data	CHECK
transport_entitlement_payment_allocations	chk_transport_allocation_amount	CHECK
transport_payment_intents	request_payload	CHECK
transport_payment_intents	response_payload	CHECK
uniform_payment_intents	request_payload	CHECK
uniform_payment_intents	response_payload	CHECK
user_passkeys	transports	CHECK
user_two_factor_audit_events	metadata	CHECK
workflow_definitions	config_json	CHECK
workflow_instances	data_json	CHECK
workflow_stages	allowed_transitions	CHECK
workflow_stages	action_config	CHECK
workflow_stages	responsible_role_ids	CHECK
workflow_stage_history	data_json	CHECK
admission_windows	fk_aw_academic_year	FOREIGN KEY
admission_windows	fk_aw_academic_year_term	FOREIGN KEY
communications	fk_comm_business_event	FOREIGN KEY
communications	fk_comm_template_channel	FOREIGN KEY
communications	fk_comm_thread	FOREIGN KEY
communication_attachment_channels	fk_comm_attachment_channel_attachment	FOREIGN KEY
communication_audit_events	fk_comm_audit_endpoint	FOREIGN KEY
communication_audit_events	fk_comm_audit_template_channel	FOREIGN KEY
communication_audit_events	fk_comm_audit_thread	FOREIGN KEY
communication_audit_events	fk_comm_audit_communication	FOREIGN KEY
communication_delivery_attempts	fk_comm_attempt_endpoint	FOREIGN KEY
communication_event_exam_workflows	fk_comm_event_exam_event	FOREIGN KEY
communication_event_fee_students	fk_comm_event_fee_event	FOREIGN KEY
communication_event_inquiries	fk_comm_event_inquiry_event	FOREIGN KEY
communication_event_messages	fk_comm_event_message_source	FOREIGN KEY
communication_event_messages	fk_comm_event_message_event	FOREIGN KEY
communication_event_school_events	fk_comm_event_school_event	FOREIGN KEY
